0,11.3
1,10.5
2,10.1
3,10
4,9.5
5,8.6
6,8.1
7,9.6
8,10.5
9,12.4
10,13.5
11,15.4
12,17.1
13,14.1
14,13.3
15,12.4
16,12
17,12.8
18,12.8
19,12.5
20,11.6
21,10.4
22,9.2
23,7.5
24,6.5
25,5.7
26,4.4
27,4.6
28,4.3
29,3.8
30,3.4
31,8.7
32,9.7
33,9.9
34,10.8
35,12.8
36,13.5
37,16.1
38,15.9
39,16.3
40,16.6
41,15.2
42,15.8
43,14.3
44,12.8
45,11.7
46,11
47,8.5
48,8.2
49,8.2
50,6.4
51,4.8
52,6.2
53,6.7
54,6.9
55,6.5
56,6.8
57,7.7
58,8.9
59,9.6
60,9.8
61,10.2
62,11.1
63,11.4
64,11.7
65,11
66,9.4
67,10.3
68,9.1
69,8.4
70,6.8
71,6.9
72,6.6
73,6.4
74,6.1
75,5.8
76,4.3
77,3.1
78,2.4
79,4.6
80,7.8
81,10.7
82,12.1
83,13.4
84,14.3
85,15.1
86,16
87,16.3
88,15.9
89,16.7
90,16
91,14.3
92,13
93,11.5
94,9.2
95,6.8
96,6
97,6.2
98,6.4
99,5.7
100,6.5
101,8.1
102,8
103,8.3
104,8
105,8.1
106,7.8
107,8.2
108,10.8
109,12
110,11.7
111,11.4
112,11.6
113,11.9
114,10.8
115,9.1
116,7.5
117,5.9
118,4.4
119,5.3
120,3.1
121,4
122,5
123,5.2
124,4
125,3.8
126,3.8
127,4.1
128,4.2
129,4.4
130,5.1
131,5.9
132,6.5
133,7.1
134,7.9
135,8
136,7.6
137,8.9
138,8.7
139,9
140,9.1
141,9
142,9.3
143,9.6
144,9.6
145,8.8
146,6.7
147,2.8
148,3.9
149,2.1
150,3.7
151,5.6
152,7.4
153,9.9
154,11.1
155,10.6
156,10.9
157,11.6
158,11.5
159,12
160,13
161,13.1
162,13.5
163,12.7
164,10.2
165,8.7
166,8.4
167,7.5
168,6.9
169,5.8
170,4.7
171,3.5
172,2.6
173,2.5
174,2.4
175,5.8
176,7.7
177,10.2
178,12.4
179,14.1
180,15.3
181,16.7
182,18
183,19.1
184,19.9
185,19.6
186,19.4
187,17.3
188,16.3
189,14.6
190,11.7
191,9.9
192,8.1
193,7.6
194,6.4
195,5.5
196,5.2
197,4.6
198,5.5
199,8.5
200,11.4
201,14.7
202,18.2
203,20
204,20.7
205,21.3
206,22.3
207,22.4
208,21.6
209,22.7
210,22.2
211,20.9
212,18.6
213,15.2
214,13.6
215,12.2
216,12.5
217,11
218,10.5
219,11.5
220,11.2
221,11.8
222,11.9
223,13.8
224,15.4
225,17.8
226,20
227,21.9
228,23
229,24.1
230,24.5
231,25
232,25.1
233,24.4
234,24.4
235,23.5
236,22.2
237,19.6
238,18.6
239,17.9
240,16.4
241,15.9
242,15.3
